Code,TotalPrice,Area,District,Floors,Address
11511840,4500,83.6,binhthanh,3,hemxehoi
11750162,4250,55.5,binhthanh,3,hemxehoi
11849900,3200,60,binhthanh,2,hemxehoi
11771461,6000,80,binhthanh,3,hemxehoi
11936027,9500,130.6,binhthanh,3,hemxehoi
11933374,2850,44.6,binhthanh,2,hem
11682043,5200,72.7,binhthanh,3,hemxehoi
11364956,3850,56,binhthanh,3,hemxehoi
11733715,4500,64,binhthanh,3,hemxehoi
11188529,15000,200,binhthanh,2,hem
11826647,4000,45.8,binhthanh,3,hem
11838324,3600,43.2,binhthanh,3,hemxehoi
11853729,7700,94.1,binhthanh,3,hem
11772011,4200,54,binhthanh,2,hem
11324558,5000,56,binhthanh,4,hemxehoi
11230209,4800,84,binhthanh,4,hem
11848546,3100,39.6,binhthanh,4,hem
11848701,4950,72,binhthanh,2,hemxehoi
11850207,4700,65,binhthanh,3,hemxehoi
11451038,5300,80,binhthanh,2,hemxehoi
11931280,3990,56,binhthanh,4,hemxehoi
11931273,3990,56,binhthanh,4,hemxehoi
11697492,3600,40,binhthanh,3,hemxehoi
11932710,3900,58.5,binhthanh,4,hemxehoi
11932530,5000,77,binhthanh,2,hemxehoi
11932471,4899,55.2,binhthanh,3,hemxehoi
11932465,3600,40,binhthanh,3,hemxehoi
11745484,1800,26,binhthanh,2,hemxehoi
11932098,5100,92.4,binhthanh,2,hemxehoi
11932075,5100,92.4,binhthanh,2,hemxehoi
11931723,2600,32,binhthanh,2,hemxehoi
11654912,4200,64.5,binhthanh,2,hemxehoi
11558469,4400,64.75,binhthanh,3,hem
11843126,5500,66,binhthanh,2,hemxehoi
11842392,9000,105,binhthanh,3,hemxehoi
11537864,9500,132,binhthanh,3,hemxehoi
10640451,5500,65.8,binhthanh,6,hemxehoi
11425360,5500,102.2,binhthanh,2,hemxehoi
11558359,5000,60,binhthanh,3,hemxehoi
11927983,6800,89.4,binhthanh,2,hemxehoi
11927675,3600,40,binhthanh,3,hemxehoi
11927007,5500,55,binhthanh,3,hem
11927599,5000,53.3,binhthanh,4,hemxehoi
11823928,11000,170.1,binhthanh,2,hemxehoi
11927020,27500,342,binhthanh,3,hem
11749134,6050,70.3,binhthanh,3,hem
11925612,5700,62,binhthanh,3,hemxehoi
11925949,5500,60,binhthanh,1,hem
11825900,3200,52.5,binhthanh,2,hemxehoi
11926871,9500,70,binhthanh,3,hem
11926717,5600,60,binhthanh,3,hem
11926517,4900,44,binhthanh,3,hem
11926456,10500,68,binhthanh,4,hem
11926064,4000,68.9,binhthanh,2,hemxehoi
10951691,3000,54.5,binhthanh,3,hemxehoi
11925994,7800,162,binhthanh,3,hemxehoi
11925833,5500,98,binhthanh,2,hemxehoi
11925796,12500,126,binhthanh,3,hem
11638031,5500,144,binhthanh,1,hemxehoi
11925772,1800,22.5,binhthanh,1,hemxehoi
11924976,4300,44,binhthanh,3,hemxehoi
11925556,7800,95.4,binhthanh,3,hemxehoi
8606676,4500,45,binhthanh,4,hemxehoi
11924174,3900,76.5,binhthanh,2,hemxehoi
11925132,4500,64,binhthanh,2,hem
11925059,6900,109.2,binhthanh,2,hemxehoi
11615834,4500,83.6,binhthanh,3,hemxehoi
11750188,4700,58.5,binhthanh,3,hemxehoi
11924557,5800,87.12,binhthanh,2,hem
10503376,3800,60,binhthanh,4,hem
10824906,3300,52.5,binhthanh,2,hem
10896741,4500,53.3,binhthanh,3,hemxehoi
11924108,3100,48,binhthanh,2,hemxehoi
11923633,1780,21,binhthanh,1,hem
11441299,5500,86,binhthanh,3,hemxehoi
11797289,4200,60,binhthanh,3,hemxehoi
11797634,6800,150,binhthanh,2,hemxehoi
11923148,6500,81,binhthanh,4,mattien
11831019,10000,72,binhthanh,4,hemxehoi
11922453,1850,32,binhthanh,2,hem
11527882,4600,48,binhthanh,3,hem
10926749,3950,45.5,binhthanh,3,hem
11759922,8600,56,binhthanh,4,mattien
11557378,2350,27.9,binhthanh,3,hem
11921187,7700,95.4,binhthanh,3,hem
10257589,8300,185,binhthanh,1,hemxehoi
11596157,5600,49.5,binhthanh,4,hem
11916144,5150,72,binhthanh,3,hem
11918970,3900,70,binhthanh,2,hemxehoi
11225743,2600,44,binhthanh,2,hem
11918834,4899,55.2,binhthanh,3,hemxehoi
11918826,3600,40,binhthanh,3,hemxehoi
11918822,4950,72,binhthanh,1,hemxehoi
11598814,3900,75.2,binhthanh,1,hem
11918734,5500,57.6,binhthanh,3,hemxehoi
11918731,5500,57.6,binhthanh,3,hemxehoi
11918673,4300,50,binhthanh,4,hem
11839033,3700,76,binhthanh,2,hem
11917289,6800,129.6,binhthanh,1,hem
11915800,7500,98.4,binhthanh,1,hem
11917232,7000,63.23,binhthanh,3,hemxehoi
11916914,1150,80,binhthanh,2,hemxehoi
11916887,2850,44,binhthanh,2,hem
11916880,3450,67.9,binhthanh,2,hem
11818975,3000,57,binhthanh,2,hem
11833036,2250,42,binhthanh,2,hemxehoi
11835646,2250,44,binhthanh,2,hem
11836026,8300,183.7,binhthanh,2,hemxehoi
11915869,6000,120,binhthanh,1,hemxehoi
11914878,5700,62,binhthanh,3,hemxehoi
11915720,3700,48,binhthanh,2,hem
11915594,13000,151.2,binhthanh,2,hemxehoi
11915275,4450,65.6,binhthanh,3,hemxehoi
11671604,2700,42.9,binhthanh,2,hem
11823138,6900,146,binhthanh,4,hem
11914938,4730,52.8,binhthanh,3,hem
11913549,5000,56,binhthanh,3,hemxehoi
11913571,4400,58.5,binhthanh,3,hemxehoi
11914548,7700,100.7,binhthanh,3,hemxehoi
11914130,11000,178.2,binhthanh,3,hemxehoi
11522848,8300,144,binhthanh,5,hemxehoi
11912860,3800,52,binhthanh,4,hem
11720459,7700,99,binhthanh,4,hemxehoi
11128333,3500,62,binhthanh,3,hemxehoi
11912555,4400,54,binhthanh,3,hemxehoi
11912393,4300,50,binhthanh,4,hem
11912361,2200,42,binhthanh,2,hem
11912314,7600,136,binhthanh,3,hem
11631164,4300,50,binhthanh,4,hem
11911657,12500,126,binhthanh,3,hem
11911458,4400,150,binhthanh,2,hem
11911374,3800,61,binhthanh,2,hem
11909101,3990,56,binhthanh,4,hemxehoi
11910384,2200,42,binhthanh,2,hem
11910411,5500,76.5,binhthanh,1,hem
11911228,3200,60,binhthanh,2,hem
11909489,3990,56,binhthanh,4,hemxehoi
11909380,3990,56,binhthanh,4,hemxehoi
11911055,3850,44,binhthanh,3,hem
11910896,14000,220.8,binhthanh,4,hem
11910535,8500,75,binhthanh,4,hem
11669361,4500,62,binhthanh,3,hem
11910330,3800,56,binhthanh,2,hem
10910184,1950,28,binhthanh,3,hem
11825271,3650,43.2,binhthanh,3,hemxehoi
11910203,1150,80,binhthanh,2,hemxehoi
11751503,5300,80,binhthanh,2,hemxehoi
11909847,1290,18,binhthanh,2,hemxehoi
11909455,3990,60,binhthanh,4,hem
11902906,7700,95.4,binhthanh,4,hemxehoi
11909383,3990,60,binhthanh,4,hem
11909310,3990,60,binhthanh,4,hem
11909206,3990,60,binhthanh,4,hem
11909142,11700,103.4,binhthanh,2,nhahaimattien
11909113,3990,60,binhthanh,4,hem
11908985,3990,60,binhthanh,4,hem
11908874,7700,95.4,binhthanh,3,hem
11908783,3990,60,binhthanh,4,hem
10790684,5900,54,binhthanh,4,hem
11908497,3200,50.1,binhthanh,3,hem
11902978,4950,60,binhthanh,4,hemxehoi
11343888,8500,150,binhthanh,4,hemxehoi
11902989,3650,32,binhthanh,3,hemxehoi
11565425,3550,73.1,binhthanh,1,hem
11565133,8000,72,binhthanh,5,hemxehoi
11273930,2300,37.5,binhthanh,2,hem
10253416,2800,56,binhthanh,3,hemxehoi
11826694,7300,99,binhthanh,3,hem
11904585,8300,103,binhthanh,3,hemxehoi
11904512,8600,80,binhthanh,2,hem
11904374,4000,71.5,binhthanh,2,hemxehoi
11904195,3500,53.9,binhthanh,2,hemxehoi
11903956,12000,55.8,binhthanh,5,hem
8457459,5300,64,binhthanh,4,hem
11903820,4100,95,binhthanh,2,hem
11903806,3800,38,binhthanh,1,hemxehoi
11903686,4500,92,binhthanh,2,hemxehoi
11903677,3500,50,binhthanh,2,hem
11554089,2680,40.85,binhthanh,2,hemxehoi
11903411,5300,46,binhthanh,3,hemxehoi
11666629,4900,51.6,binhthanh,3,hemxehoi
11822028,3800,52,binhthanh,2,hem
11902697,7700,95.4,binhthanh,3,hemxehoi
11902665,2600,41.5,binhthanh,2,hem
11824063,9500,189,binhthanh,2,hemxehoi
11745902,10000,104.5,binhthanh,3,hemxehoi
11824017,4600,48,binhthanh,4,hemxehoi
11902436,4950,53.3,binhthanh,4,hemxehoi
11902332,3800,64,binhthanh,2,hem
11700284,4650,63.7,binhthanh,3,hemxehoi
11705863,1850,31.98,binhthanh,2,hemxehoi
11806582,9500,138,binhthanh,3,hemxehoi
11561118,5400,92,binhthanh,2,hem
11538701,5800,60,binhthanh,3,hem
11538751,6900,76,binhthanh,4,hemxehoi
11900667,4950,57.4,binhthanh,3,hem
11558632,2550,48.2,binhthanh,2,hem
11900628,5900,54,binhthanh,3,hem
11900203,6900,120,binhthanh,2,hem
11899992,11600,255,binhthanh,2,hem
11897816,4400,58.5,binhthanh,3,hemxehoi
11898378,6900,126,binhthanh,3,hemxehoi
11887929,5800,100,binhthanh,2,hem
11123693,14500,183,binhthanh,3,hem
11820287,3750,50,binhthanh,3,hemxehoi
11898703,4000,60,binhthanh,4,hem
11674320,3800,64,binhthanh,2,hemxehoi
11820019,12000,189,binhthanh,3,hem
11685398,3300,72,binhthanh,2,hem
11897712,5000,56,binhthanh,3,hemxehoi
11897380,3500,49.5,binhthanh,2,hemxehoi
11897650,4800,65,binhthanh,3,hemxehoi
11561762,14000,220,binhthanh,3,hem
11898112,2500,48,binhthanh,1,hem
11588326,1770,31.5,binhthanh,2,hem
11398243,3000,67.5,binhthanh,2,hemxehoi
11897780,12000,99,binhthanh,2,mattien
11897754,2850,84,binhthanh,1,hem
11897663,7000,73.1,binhthanh,3,hemxehoi
11897407,2250,41,binhthanh,2,hemxehoi
11848727,4300,68.4,binhthanh,3,hem
11887397,4500,59.2,binhthanh,2,hem
11568476,3750,39.48,binhthanh,3,hem
11896635,17500,234,binhthanh,5,hemxehoi
11896235,3500,64,binhthanh,2,hemxehoi
10828684,2900,57.75,binhthanh,2,hem
11895936,4950,54,binhthanh,4,hem
11760902,4250,54,binhthanh,4,hemxehoi
11077474,158304,970,binhthanh,2,hem
11892789,2200,28,binhthanh,3,hem
11349560,3300,44,binhthanh,3,hem
11584436,3400,51.8,binhthanh,3,hemxehoi
11888384,7000,90,binhthanh,3,hemxehoi
11885065,5200,66.7,binhthanh,3,hemxehoi
11884734,4800,58.9,binhthanh,3,hem
11889375,4100,48,binhthanh,3,hem
11889453,5000,72.5,binhthanh,2,hemxehoi
11459075,5300,80,binhthanh,2,hemxehoi
11890330,3050,57.5,binhthanh,2,hemxehoi
11598725,4300,50.4,binhthanh,3,mattien
11590206,4300,50.4,binhthanh,3,mattien
11697012,6700,107.9,binhthanh,2,mattien
11656123,5300,69.7,binhthanh,4,hemxehoi
11659661,6700,107.9,binhthanh,2,hemxehoi
11737700,8600,80,binhthanh,3,hem
11645743,5600,75,binhthanh,3,hemxehoi
11737784,2700,68,binhthanh,2,hem
11656119,5600,80,binhthanh,3,hemxehoi
11889985,4899,55.2,binhthanh,4,hemxehoi
11889963,3600,40,binhthanh,3,hemxehoi
10330730,2850,56,binhthanh,3,hem
11587257,6000,120,binhthanh,1,hemxehoi
11889263,4950,72,binhthanh,2,hemxehoi
11889050,5000,57.4,binhthanh,3,hemxehoi
11889021,7800,103.5,binhthanh,4,hemxehoi
11888998,7650,93.6,binhthanh,4,hem
11888992,5700,94.6,binhthanh,3,hemxehoi
11888973,4950,57.4,binhthanh,4,hemxehoi
11888818,4900,44,binhthanh,4,hemxehoi
11700991,6200,62.8,binhthanh,3,hemxehoi
11888545,2750,54.6,binhthanh,2,hemxehoi
11888525,5300,84.5,binhthanh,2,hemxehoi
11597222,1450,18,binhthanh,2,hemxehoi
11728040,2800,112.5,binhthanh,1,hem
11888372,5200,67,binhthanh,3,hemxehoi
11888260,2050,30.75,binhthanh,4,hem
11888191,4950,53.3,binhthanh,3,hemxehoi
11888130,2700,54,binhthanh,2,hem
11630889,10000,93.15,binhthanh,3,hem
11888065,3900,56,binhthanh,3,hem
11886841,4400,64,binhthanh,4,hem
11888041,2250,42,binhthanh,2,hemxehoi
11885148,4800,52.8,binhthanh,3,mattien
11887937,8200,162,binhthanh,3,hem
11886546,2400,48,binhthanh,3,hem
11887608,2700,75,binhthanh,1,hem
11887573,2900,73.5,binhthanh,1,hem
11887302,8300,60,binhthanh,4,hemxehoi
11887261,7000,87,binhthanh,3,hemxehoi
11686122,3500,40.95,binhthanh,3,hemxehoi
11887083,5500,80,binhthanh,2,hemxehoi
11886518,4950,57.4,binhthanh,3,hem
11886073,2600,56,binhthanh,2,hem
10487976,9000,160,binhthanh,4,hem
10182209,5500,86.2,binhthanh,3,hem
10708480,3000,66,binhthanh,1,hem
11721412,7700,100.7,binhthanh,3,hemxehoi
11720637,1700,20,binhthanh,2,hem
10475598,6100,115,binhthanh,1,hemxehoi
10084649,11700,135.25,binhthanh,2,hem
11886400,2500,35,binhthanh,2,hem
11884821,2750,42,binhthanh,2,hem
11886247,3800,58,binhthanh,2,hem
11886179,4500,44,binhthanh,4,hemxehoi
11886115,2750,43.11,binhthanh,2,hem
11884608,15000,176,binhthanh,3,hemxehoi
11885847,3570,50,binhthanh,3,hemxehoi
10478377,26000,134,binhthanh,5,hemxehoi
11885714,2050,30.75,binhthanh,4,hem
11792237,3850,48,binhthanh,4,hem
11707606,7700,94.1,binhthanh,3,hem
10774900,9500,131,binhthanh,3,hem
11674852,2050,34,binhthanh,2,hem
11799120,3200,40,binhthanh,2,hem
10966107,4600,43,binhthanh,4,hem
11885634,7700,95.4,binhthanh,3,hem
11604679,2600,70,binhthanh,2,hem
11615455,6200,62.9,binhthanh,3,mattien
11883690,4500,75.8,binhthanh,2,hem
11878005,1400,21,binhthanh,2,hem
11877991,4800,72,binhthanh,4,hemxehoi
11881297,4650,81.6,binhthanh,2,hemxehoi
11877979,5700,76,binhthanh,3,hemxehoi
11684320,3500,60,binhthanh,2,hemxehoi
11514434,16575,255,binhthanh,2,hem
10975604,4300,50,binhthanh,3,hem
11264440,6600,72,binhthanh,4,hemxehoi
11263152,6900,110,binhthanh,2,hemxehoi
11416890,4000,44,binhthanh,3,hem
11416909,5000,56,binhthanh,3,hem
11658050,6900,90,binhthanh,4,hem
11883558,1350,20,binhthanh,2,hemxehoi
11883522,13500,180,binhthanh,3,hem
11883328,1350,18,binhthanh,1,hemxehoi
11883089,13200,147.6,binhthanh,3,hem
11876474,3000,58.8,binhthanh,3,hem
11799791,7000,88,binhthanh,3,hemxehoi
11882936,3700,41.4,binhthanh,4,hemxehoi
11881374,3700,57,binhthanh,2,hemxehoi
11806637,1900,34,binhthanh,2,hem
11881269,3800,64,binhthanh,2,hemxehoi
11882020,5800,96.6,binhthanh,4,hem
11881997,12500,168.5,binhthanh,2,hemxehoi
11881561,18000,504,binhthanh,2,hemxehoi
11881806,4950,54.6,binhthanh,4,hemxehoi
11565041,4600,48,binhthanh,4,hem
11881609,7500,92,binhthanh,4,hem
11688980,5500,94.2,binhthanh,2,hem
11714604,5300,72,binhthanh,3,hem
11881311,4200,44,binhthanh,2,hemxehoi
11878311,3500,60,binhthanh,3,hemxehoi
11881199,7700,100.7,binhthanh,4,hemxehoi
11878308,3200,56,binhthanh,2,hemxehoi
11697356,9500,84,binhthanh,4,mattien
11787278,6500,81,binhthanh,4,mattien
11880189,4900,54,binhthanh,3,hem
11699669,8500,80,binhthanh,2,hemxehoi
11756886,11000,176,binhthanh,2,hemxehoi
11682160,6500,84,binhthanh,4,mattien
11467932,2500,32,binhthanh,2,hem
11773584,2600,70,binhthanh,2,hem
11699699,3300,72,binhthanh,2,hem
11781122,3790,59,binhthanh,2,hem
11783926,3500,82.29,binhthanh,2,hem
11878547,3700,87,binhthanh,3,hem
11876994,7500,98.4,binhthanh,1,hem
11877830,2600,48,binhthanh,2,hem
11876934,4800,58.9,binhthanh,3,hem
11778326,7100,95,binhthanh,1,hemxehoi
11878544,4500,160,binhthanh,1,hemxehoi
11878535,4600,160,binhthanh,1,hemxehoi
11294051,21500,90,binhthanh,9,hemxehoi
11878504,3600,40,binhthanh,3,hemxehoi
11878481,5500,76,binhthanh,3,hemxehoi
11695310,4550,46,binhthanh,3,hemxehoi
11633798,5900,60,binhthanh,3,hemxehoi
11802707,3000,40,binhthanh,3,hem
11878089,2650,60,binhthanh,2,hemxehoi
11877900,7000,90,binhthanh,4,hem
11877869,3900,57,binhthanh,1,hemxehoi
11216334,22500,269.5,binhthanh,2,hem
11877706,4400,48,binhthanh,3,hemxehoi
11876689,5000,56,binhthanh,3,hemxehoi
11876659,4400,58.5,binhthanh,3,hemxehoi
11777776,12000,210,binhthanh,2,hem
11777785,6200,70.5,binhthanh,2,hem
11876857,6500,80,binhthanh,3,hemxehoi
11788332,4550,46,binhthanh,3,hemxehoi
11637732,9500,130,binhthanh,3,hem
11782828,3800,31.24,binhthanh,5,hemxehoi
11876362,4700,44,binhthanh,3,hem
11717848,12400,330.4,binhthanh,3,hemxehoi
11876031,2300,34,binhthanh,2,hem
11781500,6200,70.5,binhthanh,3,hemxehoi
11685859,2650,39.05,binhthanh,2,hemxehoi
11685933,7700,90.3,binhthanh,2,hem
11686216,4800,68,binhthanh,3,hemxehoi
11686172,4200,68.68,binhthanh,3,hemxehoi
11686157,2500,42,binhthanh,3,hemxehoi
11686202,3100,40,binhthanh,2,hemxehoi
11686192,5650,136,binhthanh,3,hemxehoi
11686249,2100,28.8,binhthanh,2,hemxehoi
11875645,12500,126,binhthanh,3,hem
11121955,3750,48,binhthanh,3,hemxehoi
11371340,2580,52.8,binhthanh,2,hem
11873390,2050,30.75,binhthanh,4,hem
11697454,2000,30,binhthanh,3,hem
11654323,3450,30.55,binhthanh,3,hemxehoi
11652108,3500,30.6,binhthanh,3,hemxehoi
11528181,3750,52,binhthanh,3,hem
11769970,3600,38,binhthanh,3,hem
11871829,2800,40,binhthanh,2,hemxehoi
11871685,4300,50,binhthanh,4,hem
11871181,2750,39,binhthanh,2,hem
11870822,8500,80,binhthanh,3,hemxehoi
11690811,2450,50,binhthanh,3,hem
10865253,4500,51,binhthanh,4,hemxehoi
10889795,3800,105,binhthanh,1,hem
10923729,4500,117.92,binhthanh,3,hem
11080865,4300,60,binhthanh,2,hem
11711869,6000,74,binhthanh,1,hem
11711909,1700,24,binhthanh,1,hem
11711981,15000,161,binhthanh,2,hem
11711955,5400,115,binhthanh,1,hem
11712000,3200,38,binhthanh,1,hem
11797931,4650,54,binhthanh,3,hem
11870237,4900,40,binhthanh,4,hemxehoi
11870194,4950,53.3,binhthanh,4,hemxehoi
11870177,13000,100,binhthanh,2,hemxehoi
11758270,2350,42,binhthanh,2,hemxehoi
11768178,11000,176,binhthanh,1,hem
11870096,3980,60,binhthanh,4,hem
11870011,1300,16,binhthanh,2,hem
11869889,4200,100,binhthanh,2,hem
10494584,8200,75.6,binhthanh,4,hem
11423516,2700,37,binhthanh,2,hemxehoi
10889596,3900,58,binhthanh,4,hemxehoi
11868625,3500,60,binhthanh,2,hem
11868985,5200,55.02,binhthanh,3,hem
11697152,5600,80,binhthanh,3,hemxehoi
11642999,5600,80,binhthanh,3,hemxehoi
11868893,4200,43,binhthanh,4,hem
11698599,4550,46,binhthanh,3,hem
11792543,5850,80.6,binhthanh,3,hem
11792680,3900,40,binhthanh,3,hemxehoi
7052820,10600,75.5,binhthanh,5,hemxehoi
11867107,5400,113,binhthanh,1,hemxehoi
11867014,4000,45,binhthanh,4,hemxehoi
11866920,6900,90,binhthanh,2,hem
11868409,2250,48,binhthanh,2,hem
11866890,4950,57.4,binhthanh,3,hem
11867178,3800,50,binhthanh,3,hem
11867061,3100,53.75,binhthanh,2,hem
11866955,2300,33,binhthanh,3,hem
11629875,3200,49.5,binhthanh,2,hem
11595879,4500,49,binhthanh,3,hemxehoi
11783258,6900,109.2,binhthanh,3,hemxehoi
11863892,8200,225,binhthanh,1,hemxehoi
11863857,7900,250,binhthanh,1,hemxehoi
11860641,4950,57.4,binhthanh,3,hem
11863542,7900,250,binhthanh,1,hemxehoi
11071597,2650,35.5,binhthanh,2,hemxehoi
11682521,2900,60,binhthanh,2,hem
11855058,5300,60,binhthanh,3,hem
10841795,4600,54,binhthanh,3,hem
11863291,2550,48,binhthanh,2,hem
11863220,6500,108,binhthanh,2,hemxehoi
11862866,10800,333,binhthanh,2,hemxehoi
11862775,3400,72,binhthanh,2,hem
10249266,3150,44.8,binhthanh,2,hem
11486596,2450,38.7,binhthanh,3,hem
11486606,3700,60,binhthanh,4,hem
11785946,4550,46,binhthanh,3,hemxehoi
11861687,7500,94.2,binhthanh,3,hemxehoi
11861020,5250,52,binhthanh,2,hem
11860943,14500,152,binhthanh,4,hem
11860795,5800,99,binhthanh,1,hem
10688708,16000,200,binhthanh,2,hem
10657172,3700,83,binhthanh,2,hem
11455421,8400,133,binhthanh,2,mattien
11848986,4350,52.6,binhthanh,4,hem
11854660,4200,54,binhthanh,2,hem
11838972,2850,44.6,binhthanh,2,hem
11815222,3800,57,binhthanh,2,hem
11577840,2400,48,binhthanh,4,hem
11799562,3600,57,binhthanh,2,hemxehoi
11488383,5500,94.5,binhthanh,2,hem
11788177,2650,60.8,binhthanh,2,hem
11787055,7500,83.2,binhthanh,4,hem
11777225,15504,456,binhthanh,1,hemxehoi
11757687,2400,38.7,binhthanh,3,hemxehoi
11711140,2300,34.65,binhthanh,2,hemxehoi
11707439,10900,75.2,binhthanh,4,hem
9398183,2350,63.4,binhthanh,3,hem
11650403,2550,54.6,binhthanh,2,hem
11616547,3500,49.5,binhthanh,2,hemxehoi
11766289,4950,72,binhthanh,2,hemxehoi
11753824,3400,30.55,binhthanh,4,hemxehoi
11744270,5000,90,binhthanh,2,hem
11726318,4800,67.2,binhthanh,3,hemxehoi
11764854,2600,39.2,binhthanh,1,hem
11828201,3250,46.5,binhthanh,2,hem
11794029,7500,78,binhthanh,2,hemxehoi
11724489,1920,32,binhthanh,2,hem
11723055,2900,30,binhthanh,3,hem
11725333,3800,57,binhthanh,2,hemxehoi
11725330,5900,168.35,binhthanh,2,hem
11690713,3600,40.15,binhthanh,4,hem
11689408,5300,48,binhthanh,4,hemxehoi
11694241,4500,148,binhthanh,2,hem
11693780,9900,158,binhthanh,3,hem
11599671,2300,28.77,binhthanh,2,hem
11599461,6300,66,binhthanh,4,hemxehoi
11599459,8500,80,binhthanh,2,hemxehoi
11593221,3950,52,binhthanh,4,hem
11622044,4700,65,binhthanh,3,hemxehoi
11623455,11000,175.76,binhthanh,2,hem
11464288,4200,53.9,binhthanh,4,hem
11463855,4800,54.6,binhthanh,3,hemxehoi
11463847,1000,21,binhthanh,2,hem
11428249,1300,14.1,binhthanh,3,hem
11427441,2850,48,binhthanh,2,hem
11332348,3400,45,binhthanh,3,hem
11303367,2650,48,binhthanh,2,hemxehoi
11255570,1000,39,binhthanh,2,hem
11255381,4200,64,binhthanh,2,hem
11244369,2500,33,binhthanh,2,hem
11232229,1850,37,binhthanh,2,hem
11198900,1700,29,binhthanh,2,hem
11198723,3300,60,binhthanh,2,hemxehoi
11173898,2550,61.8,binhthanh,2,hemxehoi
11099287,3950,49.4,binhthanh,2,hemxehoi
11084026,3600,42,binhthanh,1,mattien
11020783,2500,82,binhthanh,2,hem
10968038,6500,84,binhthanh,2,hemxehoi
10902054,3850,44.1,binhthanh,4,hem
10902035,2590,33,binhthanh,2,hem
10892827,3000,47.45,binhthanh,2,hem
10832701,2550,60,binhthanh,1,hemxehoi
10873645,3900,40,binhthanh,5,hem
10844183,2500,47.8,binhthanh,2,hemxehoi
10822068,2270,58,binhthanh,3,hem
10819681,4500,92,binhthanh,3,hemxehoi
10757474,9700,255,binhthanh,2,hem
10716761,1100,24,binhthanh,2,hem
10697997,2900,78.22,binhthanh,3,hem
10716792,3400,29.75,binhthanh,3,hemxehoi
10693121,2500,43.7,binhthanh,2,hem
10743375,2250,23.1,binhthanh,2,hemxehoi
10561931,3800,127,binhthanh,2,hem
10595842,12500,220.5,binhthanh,2,hemxehoi
10507220,1755,49,binhthanh,3,hem
10506182,6000,44.64,binhthanh,3,hem
10413290,3700,48,binhthanh,3,hem
11880560,6700,84,govap,4,hem
11513927,3900,66,govap,4,hem
11925617,2900,50.4,govap,2,hem
11840317,2950,50.4,govap,4,hem
11931938,2600,60,govap,2,hem
11930559,3780,66,govap,3,hem
11750993,3700,110,govap,2,hemxehoi
11917658,4000,40,govap,4,hemxehoi
11827905,3900,65,govap,3,hemxehoi
11898318,2360,62,govap,2,hem
11887824,2500,52.32,govap,1,hem
11712239,3490,56,govap,4,hem
11801753,4200,73,govap,4,hem
11908155,4550,60,govap,4,hem
11897216,4400,68,govap,4,hem
11892463,3100,65,govap,3,hem
11878143,4400,151,govap,3,hem
11873785,3850,80,govap,2,hem
11863346,2800,53,govap,2,hem
11863286,4400,64,govap,4,hemxehoi
11550624,3500,60,govap,4,hem
11666884,5200,300,govap,4,hem
11862658,5150,85,govap,4,hem
11782912,2950,49.5,govap,3,hem
11786840,3300,52,govap,3,hem
11784388,1800,32.4,govap,2,hem
11853547,4700,68,govap,3,hem
10117458,992,48,govap,2,hem
11863961,2250,39.52,govap,3,hem
11935081,2050,40,govap,2,hemxehoi
11934349,1290,29.75,govap,2,hem
11680293,1810,31,govap,2,hem
11928292,4300,64,govap,3,hem
11927511,1850,38.5,govap,2,hem
10116770,999,48,govap,2,hem
11924308,5600,67,govap,3,hemxehoi
11923089,3600,42,govap,2,hem
11914117,4100,68,govap,4,hemxehoi
11832097,3950,50,govap,4,hem
11755086,2700,54,govap,1,hem
11900703,4550,60,govap,4,hem
11888983,2800,55,govap,4,hem
11890125,4100,68,govap,4,hem
11888550,3400,67,govap,3,hemxehoi
11516431,3600,69.26,govap,3,hemxehoi
11884644,2950,40,govap,4,hem
11715153,1550,26.66,govap,2,hem
11261778,3900,86,govap,3,hemxehoi
11869906,4000,83.16,govap,2,hem
11871190,4700,60,govap,3,hem
11869956,2500,41.6,govap,2,hem
11701053,3700,79.9,govap,3,hemxehoi
11853310,3900,65,govap,4,nhahaimattien
11940116,2100,40,govap,2,hemxehoi
11940070,3700,58,govap,4,hemxehoi
11856777,2230,39,govap,2,hem
11859545,2980,64,govap,2,hemxehoi
11859686,4300,70,govap,4,hem
11859664,2680,68,govap,1,hem
11939887,1800,74.4,govap,2,hem
11558923,1880,31.5,govap,2,hem
11720860,1690,31.5,govap,1,hem
11722784,3500,62.7,govap,3,hemxehoi
11722717,1990,31.5,govap,3,hemxehoi
11006723,2050,40,govap,1,hem
11851530,1280,28.6,govap,1,hem
11851664,2950,50,govap,4,hem
11938241,1620,66.8,govap,2,hem
11763565,3300,48,govap,4,hemxehoi
11570419,1970,40,govap,1,hem
11715676,4200,72,govap,2,nhahaimattien
11672818,4400,66,govap,3,hem
11687387,4400,70,govap,3,hem
11935395,1500,28,govap,2,hemxehoi
11030794,1750,35,govap,2,hem
11608901,2700,54,govap,3,hem
11682090,1910,43.2,govap,2,hem
11931462,3700,57.4,govap,3,hem
11772142,2900,44,govap,4,hem
11827894,1850,36,govap,2,hem
11827976,2950,71,govap,2,hem
11934644,3650,62,govap,3,hem
11931291,1860,33.02,govap,2,hemxehoi
11932235,2550,36,govap,2,hem
11934263,2500,44,govap,2,hemxehoi
11932246,4100,60,govap,3,hemxehoi
11933215,1240,22.94,govap,2,hem
11819977,3500,64.35,govap,3,hem
11933554,1800,32.4,govap,2,hem
